,date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,positiveRate,recent_positiveRate,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,school canceled,stay at home,pandemic declared
1547,2020-03-23,NM,65.0,5321.0,,,,,,,,,fd468d865dcbf3b9efc33a3819fbe8ad824cbec7,2020-03-23T20:00:00Z,,,5386.0,5386.0,5386.0,35,0.0,0.0,599.0,8.0,607.0,0.012068325287783142,0.013179571663920923,-26.0,12.0,4.0,-20.0,-36.0,13.0,True,False,True
1491,2020-03-24,NM,83.0,5890.0,,,,,,,,,01ee7963abb7aa5321d1d1ea06baaad72fc05588,2020-03-24T20:00:00Z,,,5973.0,5973.0,5973.0,35,0.0,0.0,569.0,18.0,587.0,0.013895864724594007,0.030664395229982964,-39.0,-7.0,5.0,-19.0,-43.0,17.0,True,True,True
1435,2020-03-25,NM,100.0,6742.0,,,,,,,,,b1128704739dbdde58897b48092a9f580fa1ee73,2020-03-25T20:00:00Z,1.0,,6842.0,6842.0,6842.0,35,1.0,0.0,852.0,17.0,869.0,0.014615609470914937,0.019562715765247412,-41.0,-12.0,-6.0,-23.0,-44.0,18.0,True,True,True
1379,2020-03-26,NM,112.0,7681.0,,,,,,,,,1e43be6fccfd53482152b6f0032c9f5380179480,2020-03-26T20:00:00Z,1.0,,7793.0,7793.0,7793.0,35,0.0,0.0,939.0,12.0,951.0,0.014371872192993712,0.012618296529968454,-41.0,-15.0,-18.0,-26.0,-47.0,19.0,True,True,True
1323,2020-03-27,NM,136.0,8377.0,,,,,,,,,a96718b15dd4f8b2bf0aa0cf64145d513d35f6e6,2020-03-27T20:00:00Z,1.0,,8513.0,8513.0,8513.0,35,0.0,0.0,696.0,24.0,720.0,0.01597556678021849,0.03333333333333333,-43.0,-13.0,-28.0,-33.0,-44.0,19.0,True,True,True
1267,2020-03-28,NM,191.0,9196.0,,17.0,,,,,,,d150e7faad5390184e84f058771ebe3e21a2c2b3,2020-03-28T20:00:00Z,1.0,,9387.0,9387.0,9387.0,35,0.0,0.0,819.0,55.0,874.0,0.020347288803664643,0.06292906178489703,-47.0,-18.0,-28.0,-29.0,-33.0,14.0,True,True,True
1211,2020-03-29,NM,237.0,10769.0,,19.0,,,,,,2.0,3650556fd86edbe68b549235d70d2605865aa335,2020-03-29T20:00:00Z,2.0,,11006.0,11006.0,11006.0,35,1.0,0.0,1573.0,46.0,1619.0,0.02153370888606215,0.028412600370599134,-44.0,-18.0,-12.0,-31.0,-34.0,11.0,True,True,True
1155,2020-03-30,NM,237.0,10942.0,,22.0,,,,,,26.0,056758cf1a3b84770e2b01cb509251b9de1724c4,2020-03-30T20:00:00Z,2.0,,11179.0,11179.0,11179.0,35,0.0,0.0,173.0,0.0,173.0,0.02120046515788532,0.0,-37.0,-12.0,-9.0,-30.0,-45.0,16.0,True,True,True
1099,2020-03-31,NM,281.0,12246.0,,22.0,,,,,,26.0,9318d0f9b076da040387faac6c578323bf64ae5b,2020-03-31T20:00:00Z,4.0,,12527.0,12527.0,12527.0,35,2.0,0.0,1304.0,44.0,1348.0,0.02243154785662968,0.032640949554896145,-34.0,-8.0,7.0,-22.0,-45.0,17.0,True,True,True
1043,2020-04-01,NM,315.0,12925.0,,24.0,,,,,,26.0,3beefaa3bff9114ea2bf131529a2f0e13eecd129,2020-04-01T20:00:00Z,5.0,,13240.0,13240.0,13240.0,35,1.0,0.0,679.0,34.0,713.0,0.02379154078549849,0.047685834502103785,-33.0,-5.0,-3.0,-24.0,-46.0,18.0,True,True,True
987,2020-04-02,NM,363.0,13648.0,,31.0,,,,,,26.0,63f4d9a139969285dde777b0114ad3dfa234ef53,2020-04-02T20:00:00Z,6.0,,14011.0,14011.0,14011.0,35,1.0,0.0,723.0,48.0,771.0,0.02590821497394904,0.0622568093385214,-34.0,-6.0,2.0,-26.0,-47.0,19.0,True,True,True
931,2020-04-03,NM,403.0,14375.0,,31.0,,,,,,26.0,09eb92561715a0365bc92c3a3b35f0c08b82690e,2020-04-03T20:00:00Z,7.0,,14778.0,14778.0,14778.0,35,1.0,0.0,727.0,40.0,767.0,0.02727026661253214,0.05215123859191656,-35.0,-2.0,-8.0,-30.0,-44.0,18.0,True,True,True
875,2020-04-04,NM,495.0,15137.0,,41.0,,,,18.0,,26.0,2b94d66d25c501a9c947be0bd794488ff4d04abf,2020-04-04T20:00:00Z,10.0,,15632.0,15632.0,15632.0,35,3.0,0.0,762.0,92.0,854.0,0.031665813715455474,0.10772833723653395,-44.0,-12.0,-18.0,-31.0,-34.0,13.0,True,True,True
819,2020-04-05,NM,543.0,16285.0,,37.0,,,,18.0,,54.0,63f30ca9eb0ba350762c320c91a6b9c3ee657611,2020-04-05T20:00:00Z,11.0,,16828.0,16828.0,16828.0,35,1.0,0.0,1148.0,48.0,1196.0,0.03226764915616829,0.04013377926421405,-41.0,-11.0,-7.0,-33.0,-35.0,10.0,True,True,True
763,2020-04-06,NM,624.0,18512.0,,45.0,,,,18.0,,130.0,824b4f01e29d57652140bde152e631fd06ec36c4,2020-04-06T20:00:00Z,12.0,,19136.0,19136.0,19136.0,35,1.0,0.0,2227.0,81.0,2308.0,0.03260869565217391,0.03509532062391681,-34.0,-7.0,1.0,-30.0,-45.0,16.0,True,True,True
707,2020-04-07,NM,686.0,21139.0,,48.0,,,,18.0,,133.0,74b47d956a13a1210784d310796b4b88918963db,2020-04-07T20:00:00Z,12.0,,21825.0,21825.0,21825.0,35,0.0,0.0,2627.0,62.0,2689.0,0.03143184421534937,0.023056898475269618,-36.0,-7.0,2.0,-26.0,-47.0,18.0,True,True,True
651,2020-04-08,NM,794.0,21451.0,,51.0,,,,18.0,,171.0,5e9d9f69e1e9d52d200ebc187b2ec3a4e126db63,2020-04-08T20:00:00Z,13.0,,22245.0,22245.0,22245.0,35,1.0,0.0,312.0,108.0,420.0,0.035693414250393345,0.2571428571428571,-37.0,-10.0,0.0,-28.0,-47.0,18.0,True,True,True
595,2020-04-09,NM,865.0,22942.0,,59.0,,,,18.0,,201.0,d5a00c6606ab48f22af533b1282f8163225fc10d,2020-04-09T20:00:00Z,16.0,,23807.0,23807.0,23807.0,35,3.0,0.0,1491.0,71.0,1562.0,0.03633385138824716,0.045454545454545456,-36.0,-7.0,1.0,-31.0,-48.0,19.0,True,True,True
539,2020-04-10,NM,1091.0,26007.0,,73.0,,,,18.0,,217.0,b17728fffb713e971580bc824240a489bfffa008,2020-04-10T20:00:00Z,19.0,,27098.0,27098.0,27098.0,35,3.0,0.0,3065.0,226.0,3291.0,0.040261273894752383,0.06867213612883621,-39.0,-5.0,-11.0,-35.0,-51.0,20.0,True,True,True
483,2020-04-11,NM,1091.0,26007.0,,75.0,,,,18.0,,235.0,ecbde1158d88583b1442f9da74ccd91095e61d2e,2020-04-11T20:00:00Z,19.0,,27098.0,27098.0,27098.0,35,0.0,0.0,0.0,0.0,0.0,0.040261273894752383,,-46.0,-10.0,-22.0,-36.0,-36.0,14.0,True,True,True
427,2020-04-12,NM,1174.0,27518.0,,78.0,,,,18.0,,235.0,4c46aa8b48ded5f0b8333dc9014314d918b06528,2020-04-12T20:00:00Z,20.0,,28692.0,28692.0,28692.0,35,1.0,0.0,1511.0,83.0,1594.0,0.040917328872159486,0.052070263488080304,,,,,,,True,True,True
371,2020-04-13,NM,1245.0,29270.0,,80.0,,,,,,295.0,2b1efe12b5e1e2732ca1c703e1b1d85dac4ae8c9,2020-04-13T20:00:00Z,26.0,,30515.0,30515.0,30515.0,35,6.0,0.0,1752.0,71.0,1823.0,0.0407996067507783,0.038946791003839826,,,,,,,True,True,True
315,2020-04-14,NM,1345.0,30625.0,,87.0,181.0,,,,,304.0,1ea50b47aeebd4b2d54a4f9eb5a54ebe59b81e96,2020-04-14T20:00:00Z,31.0,181.0,31970.0,31970.0,31970.0,35,5.0,181.0,1355.0,100.0,1455.0,0.0420706912730685,0.06872852233676977,,,,,,,True,True,True
259,2020-04-15,NM,1407.0,31443.0,,87.0,181.0,,,,,340.0,c2a768159fbeb43c1952ca1b95b6da166f99514d,2020-04-15T20:00:00Z,36.0,181.0,32850.0,32850.0,32850.0,35,5.0,0.0,818.0,62.0,880.0,0.042831050228310505,0.07045454545454545,,,,,,,True,True,True
203,2020-04-16,NM,1484.0,31910.0,,90.0,215.0,,,,,353.0,e5c87a0fafb5269e348f0ecb57470090ffb7e441,2020-04-16T20:00:00Z,36.0,215.0,33394.0,33394.0,33394.0,35,0.0,34.0,467.0,77.0,544.0,0.04443912080014374,0.14154411764705882,,,,,,,True,True,True
147,2020-04-17,NM,1597.0,32891.0,,90.0,230.0,,,,,353.0,26835a1513b9e3079e2a32db9346f8a0485e1247,2020-04-17T20:00:00Z,44.0,230.0,34488.0,34488.0,34488.0,35,8.0,15.0,981.0,113.0,1094.0,0.04630596149385294,0.10329067641681901,,,,,,,True,True,True
91,2020-04-18,NM,1711.0,33902.0,,96.0,242.0,,,,,382.0,f4530150b6e41cb8496c6cf81e6826498a882d79,2020-04-18T20:00:00Z,51.0,242.0,35613.0,35613.0,35613.0,35,7.0,12.0,1011.0,114.0,1125.0,0.04804425350293432,0.10133333333333333,,,,,,,True,True,True
35,2020-04-19,NM,1798.0,34834.0,,92.0,258.0,,,,,465.0,45b0a25516b7d3002fe45c7522626bd3af59c125,2020-04-19T20:00:00Z,53.0,258.0,36632.0,36632.0,36632.0,35,2.0,16.0,932.0,87.0,1019.0,0.049082769163572834,0.08537782139352307,,,,,,,True,True,True
2470,2020-03-05,NV,1.0,14.0,,,,,,,,,c75ee774e7c6ee7ca098db7e8bdd27109e94471a,2020-03-05T21:00:00Z,,,15.0,15.0,15.0,32,,,,,,0.06666666666666667,,6.0,10.0,13.0,1.0,1.0,-1.0,False,False,False
2442,2020-03-06,NV,1.0,14.0,,,,,,,,,987c6d506024afbec19c37ec86dbb2f36578a842,2020-03-06T21:00:00Z,,,15.0,15.0,15.0,32,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,,3.0,7.0,14.0,-2.0,2.0,0.0,False,False,False
2401,2020-03-07,NV,1.0,14.0,,,,,,,,,ff7e53fb3780e09b6df2422f8b4c69da6e7984d0,2020-03-07T21:00:00Z,,,15.0,15.0,15.0,32,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,,2.0,5.0,0.0,0.0,0.0,0.0,False,False,False
2350,2020-03-08,NV,1.0,14.0,,,,,,,,,def0cb8fc381af9358ec1023f361e556ab9f9ded,2020-03-08T20:00:00Z,,,15.0,15.0,15.0,32,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,,4.0,7.0,22.0,0.0,0.0,0.0,False,False,False
2299,2020-03-09,NV,1.0,14.0,,,,,,,,,83d025cf17543e497cd5063608e45dc9cfa44fb8,2020-03-09T20:00:00Z,,,15.0,15.0,15.0,32,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,,4.0,8.0,15.0,0.0,-7.0,1.0,False,False,False
2248,2020-03-10,NV,1.0,14.0,,,,,,,,,2652231f26f2a40d4b1d719fee236b966c061283,2020-03-10T20:00:00Z,,,15.0,15.0,15.0,32,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,,2.0,7.0,-5.0,-6.0,-1.0,1.0,False,False,False
2197,2020-03-11,NV,5.0,168.0,,,,,,,,,2cf372124199b53471bb78cd3c8b32fa8b2c89c6,2020-03-11T20:00:00Z,,,173.0,173.0,173.0,32,0.0,0.0,154.0,4.0,158.0,0.028901734104046242,0.02531645569620253,5.0,11.0,11.0,-1.0,0.0,1.0,False,False,True
2146,2020-03-12,NV,7.0,168.0,,,,,,,,,8328b62027a10326d300d9fbe07f651846ae2f52,2020-03-12T20:00:00Z,,,175.0,175.0,175.0,32,0.0,0.0,0.0,2.0,2.0,0.04,1.0,2.0,13.0,-3.0,-8.0,-1.0,1.0,False,False,True
2095,2020-03-13,NV,11.0,168.0,,,,,,,,,5c86c34f504be7bf2a593223447a7f2d5f18877a,2020-03-13T20:00:00Z,,,179.0,179.0,179.0,32,0.0,0.0,0.0,4.0,4.0,0.061452513966480445,1.0,1.0,24.0,-8.0,-11.0,-4.0,3.0,False,False,True
2044,2020-03-14,NV,20.0,168.0,,,,,,,,,2e60e44122a1faf4a4351249cef4569aeb6b4a89,2020-03-14T20:00:00Z,,,188.0,188.0,188.0,32,0.0,0.0,0.0,9.0,9.0,0.10638297872340426,1.0,-6.0,22.0,-19.0,-9.0,-5.0,3.0,False,False,True
1993,2020-03-15,NV,21.0,168.0,164.0,,,,,,,,5c87854db60a5e7331ad07237ca83ba7ebcf7af0,2020-03-15T20:00:00Z,,,353.0,189.0,189.0,32,0.0,0.0,0.0,1.0,1.0,0.1111111111111111,1.0,-6.0,21.0,-2.0,-17.0,-7.0,3.0,False,False,True
1940,2020-03-16,NV,45.0,168.0,,,,,,,,,203840ffb87a4baf59f78144da9357ea01a27ac2,2020-03-16T20:00:00Z,1.0,,213.0,213.0,213.0,32,1.0,0.0,0.0,24.0,24.0,0.2112676056338028,1.0,-5.0,28.0,-14.0,-19.0,-20.0,7.0,True,False,True
1884,2020-03-17,NV,55.0,168.0,,,,,,,,,5b582da8f08144c39d99e58a22bd3542fa42bcfb,2020-03-17T20:00:00Z,1.0,,223.0,223.0,223.0,32,0.0,0.0,0.0,10.0,10.0,0.24663677130044842,1.0,-12.0,21.0,-25.0,-23.0,-26.0,9.0,True,False,True
1828,2020-03-18,NV,55.0,168.0,,,,,,,,,143e93252ed96f1da9e57b213aabbffc9a94e028,2020-03-18T20:00:00Z,1.0,,223.0,223.0,223.0,32,0.0,0.0,0.0,0.0,0.0,0.24663677130044842,,-27.0,12.0,-36.0,-29.0,-36.0,14.0,True,False,True
1772,2020-03-19,NV,95.0,1626.0,,,,,,,,,2083071a1b29de96ebbd99cd42fc6d1393cdcd03,2020-03-19T20:00:00Z,1.0,,1721.0,1721.0,1721.0,32,0.0,0.0,1458.0,40.0,1498.0,0.05520046484601976,0.0267022696929239,-36.0,-2.0,-39.0,-45.0,-43.0,17.0,True,False,True
1716,2020-03-20,NV,109.0,1992.0,,,,,,,,,27448d6667cc2710aa2b41850b5f8993ef3f22da,2020-03-20T20:00:00Z,1.0,,2101.0,2101.0,2101.0,32,0.0,0.0,366.0,14.0,380.0,0.05188005711565921,0.03684210526315789,-38.0,-3.0,-42.0,-49.0,-45.0,20.0,True,False,True
1660,2020-03-21,NV,124.0,2384.0,,,,,,,,,c0c98568c4165cc83bc5ee07b50589fdfb35f7e4,2020-03-21T20:00:00Z,2.0,,2508.0,2508.0,2508.0,32,1.0,0.0,392.0,15.0,407.0,0.049441786283891544,0.036855036855036855,-46.0,-13.0,-41.0,-48.0,-46.0,15.0,True,False,True
1604,2020-03-22,NV,190.0,2448.0,,,,,,,,,0dc69efb9cfc8c62e6017e048e94bd390c94d17a,2020-03-22T20:00:00Z,2.0,,2638.0,2638.0,2638.0,32,0.0,0.0,64.0,66.0,130.0,0.07202426080363912,0.5076923076923077,-46.0,-19.0,-24.0,-57.0,-49.0,13.0,True,False,True
1548,2020-03-23,NV,245.0,3490.0,,,,,,,,,fb2100c3617a15181d8fdb28298b8be70790c0e0,2020-03-23T20:00:00Z,4.0,,3735.0,3735.0,3735.0,32,2.0,0.0,1042.0,55.0,1097.0,0.06559571619812583,0.05013673655423884,-41.0,-16.0,-37.0,-54.0,-48.0,18.0,True,False,True
1492,2020-03-24,NV,278.0,3954.0,,,,,,,,,7850dc16931857b0e4f9b31620513a89c7ce8cda,2020-03-24T20:00:00Z,4.0,,4232.0,4232.0,4232.0,32,0.0,0.0,464.0,33.0,497.0,0.06568998109640832,0.06639839034205232,-40.0,-14.0,-36.0,-51.0,-50.0,19.0,True,False,True
1436,2020-03-25,NV,321.0,4251.0,,,,,,,,,527559709b16a14d2f376fb0df0c1c90150a4399,2020-03-25T20:00:00Z,6.0,,4572.0,4572.0,4572.0,32,2.0,0.0,297.0,43.0,340.0,0.07020997375328084,0.1264705882352941,-41.0,-15.0,-42.0,-51.0,-51.0,20.0,True,False,True
1380,2020-03-26,NV,420.0,4697.0,,,,,,,,,8439b92c8ef2ecd1b055e3ed1acbab7bedd90001,2020-03-26T20:00:00Z,10.0,,5117.0,5117.0,5117.0,32,4.0,0.0,446.0,99.0,545.0,0.08207934336525308,0.181651376146789,-42.0,-16.0,-43.0,-56.0,-51.0,21.0,True,False,True
1324,2020-03-27,NV,535.0,6161.0,,,,,,,,,c45254e1c7f4cc7635c3cc42cc996a47b745d36c,2020-03-27T20:00:00Z,10.0,,6696.0,6696.0,6696.0,32,0.0,0.0,1464.0,115.0,1579.0,0.0798984468339307,0.07283090563647879,-43.0,-17.0,-44.0,-57.0,-52.0,22.0,True,False,True
1268,2020-03-28,NV,621.0,7901.0,,,,,,,,,38aee6610ca54e785d7593c3916d7256e0ac2a9b,2020-03-28T20:00:00Z,10.0,,8522.0,8522.0,8522.0,32,0.0,0.0,1740.0,86.0,1826.0,0.07287021825862473,0.047097480832420595,-47.0,-19.0,-49.0,-54.0,-50.0,16.0,True,False,True
1212,2020-03-29,NV,738.0,8412.0,,,,,,,,,0c74530736aea27f85556493e8fa89eb8b417763,2020-03-29T20:00:00Z,14.0,,9150.0,9150.0,9150.0,32,4.0,0.0,511.0,117.0,628.0,0.08065573770491803,0.18630573248407642,-47.0,-23.0,-38.0,-62.0,-52.0,14.0,True,False,True
1156,2020-03-30,NV,1008.0,10207.0,,,,,,,,,34628b797fa0cbc9196833ea89dc685929e71e86,2020-03-30T20:00:00Z,15.0,,11215.0,11215.0,11215.0,32,1.0,0.0,1795.0,270.0,2065.0,0.08987962550156041,0.13075060532687652,-40.0,-16.0,-29.0,-56.0,-51.0,18.0,True,False,True
1100,2020-03-31,NV,1113.0,10681.0,,,,,,,,,75bc5c5fe829f18065e4706cf35ef2994fb69f7b,2020-03-31T20:00:00Z,17.0,,11794.0,11794.0,11794.0,32,2.0,0.0,474.0,105.0,579.0,0.09437001865355266,0.18134715025906736,-37.0,-12.0,-28.0,-51.0,-52.0,19.0,True,False,True
1044,2020-04-01,NV,1279.0,11519.0,,,,,,,,,99ca8c448bcd3a57ffe6454db6a4b2533447a96b,2020-04-01T20:00:00Z,26.0,,12798.0,12798.0,12798.0,32,9.0,0.0,838.0,166.0,1004.0,0.09993749023284888,0.16533864541832669,-37.0,-7.0,-29.0,-50.0,-52.0,20.0,True,True,True
988,2020-04-02,NV,1458.0,12588.0,,,,,,,,,ac281047995939a05d81fab70153c5a347c9a93f,2020-04-02T20:00:00Z,38.0,,14046.0,14046.0,14046.0,32,12.0,0.0,1069.0,179.0,1248.0,0.10380179410508329,0.14342948717948717,-40.0,-12.0,-36.0,-57.0,-54.0,21.0,True,True,True
932,2020-04-03,NV,1514.0,13018.0,,,,,,,,,b06428c9678bd268d2992c491635ac82ec96bf35,2020-04-03T20:00:00Z,43.0,,14532.0,14532.0,14532.0,32,5.0,0.0,430.0,56.0,486.0,0.10418387007982384,0.11522633744855967,-41.0,-12.0,-37.0,-57.0,-53.0,22.0,True,True,True
876,2020-04-04,NV,1742.0,14421.0,,,,,,,,,34a77b0dddf91a2c2c4ca6b188c57b511c9dcafe,2020-04-04T20:00:00Z,46.0,,16163.0,16163.0,16163.0,32,3.0,0.0,1403.0,228.0,1631.0,0.10777702159252614,0.13979153893316984,-48.0,-16.0,-53.0,-57.0,-53.0,17.0,True,True,True
820,2020-04-05,NV,1836.0,14995.0,,,,,,,,,eed461ec57cf1fb0231459c7950a45d60e402fc7,2020-04-05T20:00:00Z,46.0,,16831.0,16831.0,16831.0,32,0.0,0.0,574.0,94.0,668.0,0.1090844275444121,0.1407185628742515,-49.0,-22.0,-46.0,-64.0,-55.0,15.0,True,True,True
764,2020-04-06,NV,1953.0,15676.0,,,,,,,,,410ad8bd25fa26f8111b556ef20deba6ba990442,2020-04-06T20:00:00Z,46.0,,17629.0,17629.0,17629.0,32,0.0,0.0,681.0,117.0,798.0,0.11078336831357423,0.14661654135338345,-43.0,-18.0,-46.0,-59.0,-54.0,20.0,True,True,True
708,2020-04-07,NV,2087.0,16552.0,,282.0,,,,,,,4f4321d0926b598d47e2a920f8709e23c2b89e00,2020-04-07T20:00:00Z,58.0,,18639.0,18639.0,18639.0,32,12.0,0.0,876.0,134.0,1010.0,0.11196952626213853,0.13267326732673268,-42.0,-17.0,-41.0,-55.0,-55.0,21.0,True,True,True
652,2020-04-08,NV,2318.0,18248.0,,282.0,,,,,,,8eeef516219c0235bb9ccef8db9926eb66f200dd,2020-04-08T20:00:00Z,71.0,,20566.0,20566.0,20566.0,32,13.0,0.0,1696.0,231.0,1927.0,0.11271029855100652,0.11987545407368967,-43.0,-16.0,-42.0,-54.0,-55.0,21.0,True,True,True
596,2020-04-09,NV,2456.0,19315.0,,282.0,,,,,,,9635ff95f130d1857de5d74bacf7f6c72af5d972,2020-04-09T20:00:00Z,80.0,,21771.0,21771.0,21771.0,32,9.0,0.0,1067.0,138.0,1205.0,0.11281061963162005,0.11452282157676348,-43.0,-17.0,-45.0,-57.0,-56.0,22.0,True,True,True
540,2020-04-10,NV,2584.0,20165.0,,282.0,,,,,,,6e8507d77f69509a31c92ce4ea3327b88c4e9706,2020-04-10T20:00:00Z,86.0,,22749.0,22749.0,22749.0,32,6.0,0.0,850.0,128.0,978.0,0.11358741043562354,0.130879345603272,-44.0,-16.0,-44.0,-59.0,-56.0,24.0,True,True,True
484,2020-04-11,NV,2700.0,20887.0,,282.0,,,,,,,b2c1d98549beb7f6a25f914ba45f9e5344ad192b,2020-04-11T20:00:00Z,102.0,,23587.0,23587.0,23587.0,32,16.0,0.0,722.0,116.0,838.0,0.11446983507864501,0.13842482100238662,-45.0,-13.0,-43.0,-55.0,-53.0,16.0,True,True,True
428,2020-04-12,NV,2836.0,21775.0,,282.0,,,,,,,7a4c2725a28bced1bb827cd35f1a5e59044c09a7,2020-04-12T20:00:00Z,112.0,,24611.0,24611.0,24611.0,32,10.0,0.0,888.0,136.0,1024.0,0.11523302588273536,0.1328125,,,,,,,True,True,True
372,2020-04-13,NV,2971.0,22493.0,,,,,,,,,9dc1eb61a67199b2b083862e2949d04b07670a87,2020-04-13T20:00:00Z,114.0,,25464.0,25464.0,25464.0,32,2.0,0.0,718.0,135.0,853.0,0.11667452089224002,0.15826494724501758,,,,,,,True,True,True
316,2020-04-14,NV,3088.0,23573.0,,,,,,,,,84edea65ba96938737a829b8879e09cdb21897fd,2020-04-14T20:00:00Z,120.0,,26661.0,26661.0,26661.0,32,6.0,0.0,1080.0,117.0,1197.0,0.11582461273020517,0.09774436090225563,,,,,,,True,True,True
260,2020-04-15,NV,3211.0,24444.0,,,,,,,,,982c76668c33c42b936979ce9d53140cf470e47d,2020-04-15T20:00:00Z,131.0,,27655.0,27655.0,27655.0,32,11.0,0.0,871.0,123.0,994.0,0.11610920267582715,0.12374245472837023,,,,,,,True,True,True
204,2020-04-16,NV,3321.0,25130.0,,,,,,,,,d6b686120e1dfc653a79c73a2e541bc0063949c6,2020-04-16T20:00:00Z,137.0,,28451.0,28451.0,28451.0,32,6.0,0.0,686.0,110.0,796.0,0.11672700432322239,0.13819095477386933,,,,,,,True,True,True
148,2020-04-17,NV,3524.0,26238.0,,,,,,,,,3c0f7214c9269e3f1b5a0e0880e540abee1e0183,2020-04-17T20:00:00Z,142.0,,29762.0,29762.0,29762.0,32,5.0,0.0,1108.0,203.0,1311.0,0.11840602110073248,0.15484363081617086,,,,,,,True,True,True
92,2020-04-18,NV,3626.0,27125.0,,,,,,,,,0463c7b5460ccaf3d387f017181f7808535a9fd4,2020-04-18T20:00:00Z,151.0,,30751.0,30751.0,30751.0,32,9.0,0.0,887.0,102.0,989.0,0.11791486455725017,0.10313447927199192,,,,,,,True,True,True
36,2020-04-19,NV,3728.0,27870.0,,,,,,,,,dc7b0bb39e382412167e1696b5a5df37b9e90c90,2020-04-19T20:00:00Z,155.0,,31598.0,31598.0,31598.0,32,4.0,0.0,745.0,102.0,847.0,0.11798215076903601,0.1204250295159386,,,,,,,True,True,True
2490,2020-03-04,NY,6.0,48.0,24.0,,,,,,,,0e095e2b3db515b00d892276e6cac6912b1e0111,2020-03-04T21:00:00Z,,,78.0,54.0,54.0,36,,,,,,0.1111111111111111,,7.0,8.0,16.0,0.0,3.0,0.0,False,False,False
2471,2020-03-05,NY,22.0,76.0,24.0,,,,,,,,a5eb1a3c895ee3acd8c87b19363bab6d581b3933,2020-03-05T21:00:00Z,,,122.0,98.0,98.0,36,0.0,0.0,28.0,16.0,44.0,0.22448979591836735,0.36363636363636365,8.0,9.0,21.0,0.0,4.0,-1.0,False,False,False
2443,2020-03-06,NY,33.0,92.0,236.0,,,,,,,,18e7306085561597629e7ffac110572b1aa9f9e5,2020-03-06T21:00:00Z,,,361.0,125.0,125.0,36,0.0,0.0,16.0,11.0,27.0,0.264,0.4074074074074074,-1.0,0.0,-11.0,-3.0,3.0,1.0,False,False,False
2402,2020-03-07,NY,76.0,92.0,236.0,,,,,,,,53a82f90b4d4a28a5b06248b1e4c78e9229312dd,2020-03-07T21:00:00Z,,,404.0,168.0,168.0,36,0.0,0.0,0.0,43.0,43.0,0.4523809523809524,1.0,10.0,8.0,17.0,0.0,6.0,-1.0,False,False,False
2351,2020-03-08,NY,105.0,92.0,,,,,,,,,f6d3b78f41cadeaf08e72f35692a9619d70aad07,2020-03-08T20:00:00Z,,,197.0,197.0,197.0,36,0.0,0.0,0.0,29.0,29.0,0.5329949238578681,1.0,10.0,7.0,61.0,0.0,2.0,-1.0,False,False,False
2300,2020-03-09,NY,142.0,92.0,,,,,,,,,260a070d28ed40a35e8b31aca5f4ab3352dc9ba8,2020-03-09T20:00:00Z,,,234.0,234.0,234.0,36,0.0,0.0,0.0,37.0,37.0,0.6068376068376068,1.0,7.0,8.0,62.0,-4.0,1.0,0.0,False,False,False
2249,2020-03-10,NY,173.0,92.0,,,,,,,,,193f85893cecb99d063a03060bc4802d2d6458f1,2020-03-10T20:00:00Z,,,265.0,265.0,265.0,36,0.0,0.0,0.0,31.0,31.0,0.6528301886792452,1.0,1.0,7.0,14.0,-7.0,-1.0,1.0,False,False,False
2198,2020-03-11,NY,216.0,92.0,,,,,,,,,6fbded3854324c39522ab7fdb01d2087f60e2d2b,2020-03-11T20:00:00Z,,,308.0,308.0,308.0,36,0.0,0.0,0.0,43.0,43.0,0.7012987012987013,1.0,3.0,11.0,20.0,-8.0,-1.0,1.0,False,False,True
2147,2020-03-12,NY,216.0,92.0,,,,,,,,,78ea2217b81c0eba25ec04b1196199ad81793ead,2020-03-12T20:00:00Z,,,308.0,308.0,308.0,36,0.0,0.0,0.0,0.0,0.0,0.7012987012987013,,1.0,27.0,6.0,-13.0,-3.0,2.0,False,False,True
2096,2020-03-13,NY,421.0,2779.0,,,,,,,,,a0a0e2997c411014ef2cd98b9502387730f585c7,2020-03-13T20:00:00Z,,,3200.0,3200.0,3200.0,36,0.0,0.0,2687.0,205.0,2892.0,0.1315625,0.07088520055325034,-6.0,28.0,1.0,-19.0,-8.0,5.0,False,False,True
2045,2020-03-14,NY,524.0,2779.0,,,,,,,,,f28c39ca671c26d022ff2556494ad8767765eb93,2020-03-14T20:00:00Z,,,3303.0,3303.0,3303.0,36,0.0,0.0,0.0,103.0,103.0,0.15864365728125945,1.0,-9.0,21.0,20.0,-20.0,-2.0,4.0,False,False,True
