,date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,positiveRate,recent_positiveRate,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,school canceled,stay at home,pandemic declared
1097,2020-03-31,NH,314.0,5413.0,65.0,,45.0,,,,,,68bb996e94c06de538bf71b4b97068a9acae4c3f,2020-03-31T20:00:00Z,3.0,45.0,5792.0,5727.0,5727.0,33,0.0,0.0,27.0,0.0,27.0,0.054828007682905536,0.0,-39.0,-13.0,30.0,-41.0,-47.0,20.0,True,True,True
1041,2020-04-01,NH,415.0,5985.0,97.0,,56.0,,,,,56.0,0a1a84677bbb59edf20b69ca4a71ad7f70bae202,2020-04-01T20:00:00Z,4.0,56.0,6497.0,6400.0,6400.0,33,1.0,11.0,572.0,101.0,673.0,0.06484375,0.150074294205052,-39.0,-12.0,9.0,-41.0,-48.0,21.0,True,True,True
985,2020-04-02,NH,415.0,6078.0,126.0,,58.0,,,,,91.0,85834510c408ec08a6cc26b011efba15b9c91fa4,2020-04-02T20:00:00Z,4.0,58.0,6619.0,6493.0,6493.0,33,0.0,2.0,93.0,0.0,93.0,0.06391498536885877,0.0,-44.0,-16.0,-28.0,-50.0,-48.0,23.0,True,True,True
929,2020-04-03,NH,479.0,6575.0,114.0,,73.0,,,,,101.0,d868c7b35e0058b0fc967b11ce603223586ff8a4,2020-04-03T20:00:00Z,5.0,73.0,7168.0,7054.0,7054.0,33,1.0,15.0,497.0,64.0,561.0,0.06790473490218316,0.1140819964349376,-47.0,-16.0,-39.0,-58.0,-48.0,25.0,True,True,True
873,2020-04-04,NH,540.0,6965.0,94.0,,80.0,,,,,144.0,6a22cd2922422f2362f9ae8e0328e75a92305659,2020-04-04T20:00:00Z,7.0,80.0,7599.0,7505.0,7505.0,33,2.0,7.0,390.0,61.0,451.0,0.07195203197868089,0.1352549889135255,-48.0,-21.0,18.0,-49.0,-36.0,14.0,True,True,True
817,2020-04-05,NH,621.0,7411.0,93.0,,86.0,,,,,146.0,d5c04e13103086262e57257b6f168cab23603a0b,2020-04-05T20:00:00Z,9.0,86.0,8125.0,8032.0,8032.0,33,2.0,6.0,446.0,81.0,527.0,0.07731573705179283,0.15370018975332067,-48.0,-26.0,15.0,-57.0,-37.0,11.0,True,True,True
761,2020-04-06,NH,669.0,7701.0,101.0,,92.0,,,,,147.0,70a71d29747afd73ec66cdfd0621fb6a958076cf,2020-04-06T20:00:00Z,9.0,92.0,8471.0,8370.0,8370.0,33,0.0,6.0,290.0,48.0,338.0,0.07992831541218638,0.14201183431952663,-36.0,-16.0,74.0,-46.0,-48.0,19.0,True,True,True
705,2020-04-07,NH,715.0,8019.0,49.0,,103.0,,,,,151.0,9bdef844521f989a0ac01b4af374dcbb7368680b,2020-04-07T20:00:00Z,9.0,103.0,8783.0,8734.0,8734.0,33,0.0,11.0,318.0,46.0,364.0,0.0818639798488665,0.12637362637362637,-38.0,-14.0,63.0,-42.0,-49.0,20.0,True,True,True
649,2020-04-08,NH,788.0,8389.0,89.0,,118.0,,,,,211.0,7ebe9caa69ad598a5afd77ca6ca988541ac6e9ab,2020-04-08T20:00:00Z,18.0,118.0,9266.0,9177.0,9177.0,33,9.0,15.0,370.0,73.0,443.0,0.08586684101558244,0.16478555304740405,-40.0,-16.0,17.0,-46.0,-50.0,22.0,True,True,True
593,2020-04-09,NH,788.0,8763.0,143.0,,118.0,,,,,227.0,b8d573ac2c092ed49dcab22fdc1f47f4cfed830d,2020-04-09T20:00:00Z,18.0,118.0,9694.0,9551.0,9551.0,33,0.0,0.0,374.0,0.0,374.0,0.0825044497958329,0.0,-47.0,-21.0,-31.0,-53.0,-50.0,24.0,True,True,True
537,2020-04-10,NH,819.0,9139.0,155.0,,124.0,,,,,234.0,989460ace7ce2a2284f1442d60b994abfcb6176d,2020-04-10T20:00:00Z,21.0,124.0,10113.0,9958.0,9958.0,33,3.0,6.0,376.0,31.0,407.0,0.08224543080939947,0.07616707616707617,-43.0,-12.0,-20.0,-58.0,-51.0,25.0,True,True,True
481,2020-04-11,NH,885.0,9608.0,93.0,,134.0,,,,,234.0,f81faf4a7cd08487f4dee5871b604340144c37b7,2020-04-11T20:00:00Z,22.0,134.0,10586.0,10493.0,10493.0,33,1.0,10.0,469.0,66.0,535.0,0.08434194224721243,0.1233644859813084,-42.0,-7.0,4.0,-51.0,-37.0,13.0,True,True,True
425,2020-04-12,NH,929.0,9996.0,119.0,,146.0,,,,,236.0,570c39e24c2b30f639d27733a214cee15192ff5e,2020-04-12T20:00:00Z,23.0,146.0,11044.0,10925.0,10925.0,33,1.0,12.0,388.0,44.0,432.0,0.08503432494279176,0.10185185185185185,,,,,,,True,True,True
369,2020-04-13,NH,985.0,10222.0,125.0,,152.0,,,,,239.0,4c755414bd724a745f7c748ed32bd161be48e6a5,2020-04-13T20:00:00Z,23.0,152.0,11332.0,11207.0,11207.0,33,0.0,6.0,226.0,56.0,282.0,0.0878914963861872,0.19858156028368795,,,,,,,True,True,True
313,2020-04-14,NH,1020.0,10590.0,25.0,72.0,152.0,,,,,249.0,a319f3c068f24a5e63d20b17ba8de4a3df3174b9,2020-04-14T20:00:00Z,23.0,152.0,11635.0,11610.0,11610.0,33,0.0,0.0,368.0,35.0,403.0,0.08785529715762273,0.08684863523573201,,,,,,,True,True,True
257,2020-04-15,NH,1139.0,11027.0,121.0,70.0,178.0,,,,,365.0,015c02d79a187cd5e8069e8e8b56675ef3310118,2020-04-15T20:00:00Z,32.0,178.0,12287.0,12166.0,12166.0,33,9.0,26.0,437.0,119.0,556.0,0.0936215683051126,0.21402877697841727,,,,,,,True,True,True
201,2020-04-16,NH,1139.0,11027.0,121.0,70.0,178.0,,,,,365.0,6397ebd7f9ef6f49d37c39a9cd815134cc8c6cec,2020-04-16T20:00:00Z,32.0,178.0,12287.0,12166.0,12166.0,33,0.0,0.0,0.0,0.0,0.0,0.0936215683051126,,,,,,,,True,True,True
145,2020-04-17,NH,1287.0,11421.0,174.0,74.0,190.0,,,,,455.0,b50f444c0fe2cf7ed5056d353436c1e4e873fcec,2020-04-17T20:00:00Z,37.0,190.0,12882.0,12708.0,12708.0,33,5.0,12.0,394.0,148.0,542.0,0.10127478753541076,0.2730627306273063,,,,,,,True,True,True
89,2020-04-18,NH,1287.0,11565.0,174.0,86.0,190.0,,,,,468.0,f605fea50f3ee8b194a5f37bf56e5329c0426eee,2020-04-18T20:00:00Z,37.0,190.0,13026.0,12852.0,12852.0,33,0.0,0.0,144.0,0.0,144.0,0.10014005602240897,0.0,,,,,,,True,True,True
33,2020-04-19,NH,1342.0,12082.0,316.0,85.0,192.0,,,,,513.0,2228387ecb96872f72ce39a4189efd28cf4616a9,2020-04-19T20:00:00Z,38.0,192.0,13740.0,13424.0,13424.0,33,1.0,2.0,517.0,55.0,572.0,0.09997020262216925,0.09615384615384616,,,,,,,True,True,True
2469,2020-03-05,NJ,1.0,,,,,,,,,,80fa3d5297f9e2b3a46fa82bf816c002d9da0976,2020-03-05T21:00:00Z,,,1.0,1.0,1.0,34,,,,,,1.0,,7.0,9.0,39.0,3.0,2.0,-1.0,False,False,False
2440,2020-03-06,NJ,1.0,,,,,,,,,,c1ebdfb1febe7a106dd31b8742d983a21185c3bf,2020-03-06T21:00:00Z,,,1.0,1.0,1.0,34,0.0,0.0,0.0,0.0,0.0,1.0,,-2.0,0.0,-6.0,-3.0,2.0,2.0,False,False,False
2399,2020-03-07,NJ,4.0,,1.0,,,,,,,,baa3a70b588e2de1d71ef9323e1fd51c2ddd7bf2,2020-03-07T21:00:00Z,,,5.0,4.0,4.0,34,0.0,0.0,0.0,3.0,3.0,1.0,1.0,9.0,9.0,45.0,2.0,6.0,-1.0,False,False,False
2348,2020-03-08,NJ,6.0,31.0,0.0,,,,,,,,1e8aab109a7c26892276d26946a56c0163edcd84,2020-03-08T20:00:00Z,,,37.0,37.0,37.0,34,0.0,0.0,31.0,2.0,33.0,0.16216216216216217,0.06060606060606061,8.0,6.0,116.0,2.0,2.0,0.0,False,False,False
2297,2020-03-09,NJ,11.0,35.0,14.0,,,,,,,,e0df6d08dc91c5afd18e9f35f22aa322b4b0f0ce,2020-03-09T20:00:00Z,,,60.0,46.0,46.0,34,0.0,0.0,4.0,5.0,9.0,0.2391304347826087,0.5555555555555556,8.0,8.0,121.0,-4.0,1.0,0.0,False,False,False
2246,2020-03-10,NJ,15.0,44.0,20.0,,,,,,,,894e37aeac26176f2ecbaeae4a2a73ec49d66177,2020-03-10T20:00:00Z,,,79.0,59.0,59.0,34,0.0,0.0,9.0,4.0,13.0,0.2542372881355932,0.3076923076923077,5.0,10.0,34.0,-7.0,-2.0,1.0,False,False,False
2195,2020-03-11,NJ,24.0,57.0,20.0,,,,,,,,22b493a9273eb0fcbef1d9438567b97aca475b07,2020-03-11T20:00:00Z,1.0,,101.0,81.0,81.0,34,1.0,0.0,13.0,9.0,22.0,0.2962962962962963,0.4090909090909091,6.0,12.0,48.0,-8.0,-3.0,1.0,False,False,True
2144,2020-03-12,NJ,30.0,74.0,20.0,,,,,,,,5f40e6cdda7648d658eedd3a5e5bf0f027c9b374,2020-03-12T20:00:00Z,1.0,,124.0,104.0,104.0,34,0.0,0.0,17.0,6.0,23.0,0.28846153846153844,0.2608695652173913,5.0,25.0,19.0,-14.0,-5.0,3.0,False,False,True
2093,2020-03-13,NJ,50.0,97.0,80.0,,,,,,,,dd9375b158d3020716fe7e1d759d510332c818e3,2020-03-13T20:00:00Z,1.0,,227.0,147.0,147.0,34,0.0,0.0,23.0,20.0,43.0,0.3401360544217687,0.46511627906976744,-1.0,27.0,39.0,-20.0,-9.0,6.0,False,False,True
2042,2020-03-14,NJ,50.0,97.0,80.0,,,,,,,,0b8634c5fd4e1160dde841c792bf7c6fc9315232,2020-03-14T20:00:00Z,1.0,,227.0,147.0,147.0,34,0.0,0.0,0.0,0.0,0.0,0.3401360544217687,,-7.0,16.0,87.0,-16.0,-2.0,4.0,False,False,True
1991,2020-03-15,NJ,98.0,120.0,34.0,,,,,,,,cb6357bcd5b00b85173d23a8bd8f41fdb1b098f0,2020-03-15T20:00:00Z,2.0,,252.0,218.0,218.0,34,1.0,0.0,23.0,48.0,71.0,0.44954128440366975,0.676056338028169,-14.0,6.0,79.0,-24.0,-8.0,5.0,False,False,True
1938,2020-03-16,NJ,178.0,120.0,20.0,,,,,,,,e3047f52c8b8718510b744979fca9f7ac16351b3,2020-03-16T20:00:00Z,2.0,,318.0,298.0,298.0,34,0.0,0.0,0.0,80.0,80.0,0.5973154362416108,1.0,-10.0,18.0,9.0,-35.0,-25.0,11.0,False,False,True
1882,2020-03-17,NJ,267.0,163.0,55.0,,,,,,,,245514c59d21a39ce3fcce7909de2f2aea8521fd,2020-03-17T20:00:00Z,3.0,,485.0,430.0,430.0,34,1.0,0.0,43.0,89.0,132.0,0.6209302325581395,0.6742424242424242,-27.0,4.0,9.0,-41.0,-35.0,16.0,False,False,True
1826,2020-03-18,NJ,427.0,190.0,21.0,,,,,,,,cd982339aab35ead35248c6c7d3f97f69aedc106,2020-03-18T20:00:00Z,5.0,,638.0,617.0,617.0,34,2.0,0.0,27.0,160.0,187.0,0.6920583468395461,0.8556149732620321,-30.0,1.0,46.0,-43.0,-39.0,17.0,True,False,True
1770,2020-03-19,NJ,742.0,210.0,74.0,,,,,,,,15bfbbb8a65d6a6c68720f955ec0c0cbbc4e133f,2020-03-19T20:00:00Z,9.0,,1026.0,952.0,952.0,34,4.0,0.0,20.0,315.0,335.0,0.7794117647058824,0.9402985074626866,-35.0,-3.0,0.0,-50.0,-43.0,21.0,True,False,True
1714,2020-03-20,NJ,890.0,264.0,86.0,,,,,,,,42bf8537b56da3791417f26b573d6c19e37af697,2020-03-20T20:00:00Z,11.0,,1240.0,1154.0,1154.0,34,2.0,0.0,54.0,148.0,202.0,0.7712305025996534,0.7326732673267327,-35.0,4.0,51.0,-49.0,-44.0,21.0,True,False,True
1658,2020-03-21,NJ,1327.0,294.0,40.0,,,,,,,,619c8150d5592b43e0b0c8a542f3ce57862c85b9,2020-03-21T20:00:00Z,16.0,,1661.0,1621.0,1621.0,34,5.0,0.0,30.0,437.0,467.0,0.8186304750154226,0.9357601713062098,-42.0,-1.0,51.0,-48.0,-30.0,14.0,True,True,True
1602,2020-03-22,NJ,1914.0,327.0,49.0,,,,,,,,facc3296d95ab4cdeff98dca4f6628c0c6c8a193,2020-03-22T20:00:00Z,20.0,,2290.0,2241.0,2241.0,34,4.0,0.0,33.0,587.0,620.0,0.8540829986613119,0.9467741935483871,-57.0,-31.0,-3.0,-61.0,-38.0,15.0,True,True,True
1546,2020-03-23,NJ,2844.0,359.0,94.0,,,,,,,,31b24615de8d15c0b6de14c1d8d6d4f06708f56f,2020-03-23T20:00:00Z,27.0,,3297.0,3203.0,3203.0,34,7.0,0.0,32.0,930.0,962.0,0.8879175772713082,0.9667359667359667,-56.0,-34.0,-55.0,-67.0,-55.0,26.0,True,True,True
1490,2020-03-24,NJ,3675.0,8325.0,45.0,,,,,,,,3298b6676fb93503cc4695dfd502db188db72854,2020-03-24T20:00:00Z,44.0,,12045.0,12000.0,12000.0,34,17.0,0.0,7966.0,831.0,8797.0,0.30625,0.09446402182562237,-46.0,-18.0,32.0,-60.0,-55.0,24.0,True,True,True
1434,2020-03-25,NJ,4402.0,10452.0,,,,,,,,,db32961abdc494e4610cb9201238755c5dbe9c9d,2020-03-25T20:00:00Z,62.0,,14854.0,14854.0,14854.0,34,18.0,0.0,2127.0,727.0,2854.0,0.2963511512050626,0.2547302032235459,-51.0,-27.0,-32.0,-65.0,-57.0,27.0,True,True,True
1378,2020-03-26,NJ,6876.0,13661.0,,1080.0,,,,,,,164bbcd99de9fa76ebb40894fd2d348c5e384d71,2020-03-26T20:00:00Z,81.0,,20537.0,20537.0,20537.0,34,19.0,0.0,3209.0,2474.0,5683.0,0.33481034230900325,0.4353334506422664,-46.0,-19.0,52.0,-62.0,-57.0,26.0,True,True,True
1322,2020-03-27,NJ,8825.0,16547.0,,2000.0,,,,,,,97947965fc4783e404b2b3f653e188ca13eedfdc,2020-03-27T20:00:00Z,108.0,,25372.0,25372.0,25372.0,34,27.0,0.0,2886.0,1949.0,4835.0,0.3478243733249251,0.40310237849017583,-48.0,-21.0,42.0,-63.0,-56.0,27.0,True,True,True
1266,2020-03-28,NJ,11124.0,19386.0,,2000.0,,,,,,,d013d501bf506e7978b59f0fd09793994ed757b3,2020-03-28T20:00:00Z,140.0,,30510.0,30510.0,30510.0,34,32.0,0.0,2839.0,2299.0,5138.0,0.36460176991150445,0.44745036979369407,-59.0,-32.0,-47.0,-67.0,-44.0,19.0,True,True,True
1210,2020-03-29,NJ,13386.0,22216.0,,2000.0,,,,,,,25ca9138c4a2da1c7d10525cb7bd148761303d58,2020-03-29T20:00:00Z,161.0,,35602.0,35602.0,35602.0,34,21.0,0.0,2830.0,2262.0,5092.0,0.3759901129150048,0.44422623723487825,-59.0,-33.0,-36.0,-70.0,-44.0,16.0,True,True,True
1154,2020-03-30,NJ,16636.0,25224.0,,2000.0,,,,,,,f214c15223ba6282835a9b067f69ac4f17a2ed28,2020-03-30T20:00:00Z,198.0,,41860.0,41860.0,41860.0,34,37.0,0.0,3008.0,3250.0,6258.0,0.3974199713330148,0.519335250878875,-49.0,-25.0,-11.0,-66.0,-58.0,26.0,True,True,True
1098,2020-03-31,NJ,18696.0,27077.0,,2000.0,,,,,,,407885b56f3b2687f57779a9981c027b0ebd092d,2020-03-31T20:00:00Z,267.0,,45773.0,45773.0,45773.0,34,69.0,0.0,1853.0,2060.0,3913.0,0.4084503965219671,0.5264502938921544,-49.0,-24.0,-21.0,-67.0,-60.0,27.0,True,True,True
1042,2020-04-01,NJ,22255.0,30387.0,,2000.0,,,,,,,970ca703cb183143daa9b6b3cb9b5b95746de860,2020-04-01T20:00:00Z,355.0,,52642.0,52642.0,52642.0,34,88.0,0.0,3310.0,3559.0,6869.0,0.42276129326393375,0.518124909011501,-47.0,-21.0,13.0,-65.0,-60.0,27.0,True,True,True
986,2020-04-02,NJ,25590.0,33520.0,,2000.0,,,,,,,787104ddf97e6c1c54a17fc84bff2f6cf5801c39,2020-04-02T20:00:00Z,537.0,,59110.0,59110.0,59110.0,34,182.0,0.0,3133.0,3335.0,6468.0,0.43292167145998983,0.5156153370439085,-51.0,-15.0,3.0,-67.0,-61.0,28.0,True,True,True
930,2020-04-03,NJ,29895.0,37608.0,,3016.0,,,,,,,03c9451e42a8c786a5cf424ad0fbfb412981e80b,2020-04-03T20:00:00Z,646.0,,67503.0,67503.0,67503.0,34,109.0,0.0,4088.0,4305.0,8393.0,0.442869205813075,0.5129274395329442,-62.0,0.0,-30.0,-67.0,-60.0,30.0,True,True,True
874,2020-04-04,NJ,34124.0,41232.0,,4000.0,,,,,,,9403b0c89cae5f262e33a28b73e52734aa654d49,2020-04-04T20:00:00Z,846.0,,75356.0,75356.0,75356.0,34,200.0,0.0,3624.0,4229.0,7853.0,0.4528371994267212,0.5385203107092831,-64.0,-2.0,21.0,-62.0,-45.0,18.0,True,True,True
818,2020-04-05,NJ,37505.0,44661.0,,4000.0,,,,,,,d2be91c6279c39ae389e9016e723b22d0f8ef25c,2020-04-05T20:00:00Z,917.0,,82166.0,82166.0,82166.0,34,71.0,0.0,3429.0,3381.0,6810.0,0.45645400774042794,0.49647577092511014,-66.0,-11.0,26.0,-67.0,-45.0,16.0,True,True,True
762,2020-04-06,NJ,41090.0,47942.0,,6390.0,,,,1263.0,,,461e1b1f9efb9d0e1190ba770527966f3ed83c11,2020-04-06T20:00:00Z,1003.0,,89032.0,89032.0,89032.0,34,86.0,0.0,3281.0,3585.0,6866.0,0.46151945367957586,0.5221380716574424,-58.0,-2.0,38.0,-65.0,-61.0,26.0,True,True,True
706,2020-04-07,NJ,44416.0,50558.0,,7017.0,,1651.0,,1540.0,,,cc2566fc957facb8d98c9cdcaafbb8235297c5e6,2020-04-07T20:00:00Z,1232.0,,94974.0,94974.0,94974.0,34,229.0,0.0,2616.0,3326.0,5942.0,0.4676648345863078,0.5597441938741164,-57.0,-5.0,22.0,-66.0,-62.0,27.0,True,True,True
650,2020-04-08,NJ,47437.0,52979.0,,7026.0,,1617.0,,1576.0,,,1ce238d30dd4f486d2f2bb36bef82c329b90fde8,2020-04-08T20:00:00Z,1504.0,,100416.0,100416.0,100416.0,34,272.0,0.0,2421.0,3021.0,5442.0,0.4724047960484385,0.5551267916207276,-58.0,-7.0,-10.0,-67.0,-63.0,28.0,True,True,True
594,2020-04-09,NJ,51027.0,56165.0,,7363.0,,1523.0,,1551.0,,,d3664bdf91bd8ece813cb2d55230b4895f54b2c0,2020-04-09T20:00:00Z,1700.0,,107192.0,107192.0,107192.0,34,196.0,0.0,3186.0,3590.0,6776.0,0.4760336592283006,0.5298110979929161,-61.0,-8.0,-34.0,-70.0,-64.0,30.0,True,True,True
538,2020-04-10,NJ,54588.0,58935.0,,7570.0,,1679.0,,1663.0,,682.0,a416d702cd805b6a6da57f4770c93b3df78c267b,2020-04-10T20:00:00Z,1932.0,,113523.0,113523.0,113523.0,34,232.0,0.0,2770.0,3561.0,6331.0,0.48085410005021006,0.56247038382562,-62.0,-8.0,-43.0,-72.0,-68.0,33.0,True,True,True
482,2020-04-11,NJ,58151.0,62042.0,,7618.0,,1746.0,,1650.0,,,10b137d9c127d722126d306ada0677121f0c8e5a,2020-04-11T20:00:00Z,2183.0,,120193.0,120193.0,120193.0,34,251.0,0.0,3107.0,3563.0,6670.0,0.4838135332340486,0.5341829085457271,-61.0,-3.0,-12.0,-65.0,-47.0,18.0,True,True,True
426,2020-04-12,NJ,61850.0,64885.0,,7604.0,,1914.0,,1644.0,,,ecb690eaa50b5a250895aa6d678f5381632ffd26,2020-04-12T20:00:00Z,2350.0,,126735.0,126735.0,126735.0,34,167.0,0.0,2843.0,3699.0,6542.0,0.4880261963940506,0.5654234179150107,,,,,,,True,True,True
370,2020-04-13,NJ,64584.0,64885.0,,7781.0,,1886.0,,1611.0,,,f10013846bdebee508305109342406d19382e1b7,2020-04-13T20:00:00Z,2443.0,,129469.0,129469.0,129469.0,34,93.0,0.0,0.0,2734.0,2734.0,0.4988375595702446,1.0,,,,,,,True,True,True
314,2020-04-14,NJ,68824.0,70950.0,,8185.0,,2051.0,,1626.0,,,ad30f78b85ddfe5a8b36f19576395a501bb3d39a,2020-04-14T20:00:00Z,2805.0,,139774.0,139774.0,139774.0,34,362.0,0.0,6065.0,4240.0,10305.0,0.49239486599796817,0.4114507520621058,,,,,,,True,True,True
258,2020-04-15,NJ,71030.0,72991.0,,8270.0,,1980.0,,1705.0,,,a1d3be61faebbecb0fb2d8564b474468f1ffdd78,2020-04-15T20:00:00Z,3156.0,,144021.0,144021.0,144021.0,34,351.0,0.0,2041.0,2206.0,4247.0,0.4931919650606509,0.519425476807158,,,,,,,True,True,True
202,2020-04-16,NJ,75317.0,76513.0,,8224.0,,2014.0,,1645.0,,,8f04a2a6fb4ff0d2e41da80b7bca3da6ae2279ff,2020-04-16T20:00:00Z,3518.0,,151830.0,151830.0,151830.0,34,362.0,0.0,3522.0,4287.0,7809.0,0.4960613844431272,0.5489819439108721,,,,,,,True,True,True
146,2020-04-17,NJ,78467.0,78982.0,,8011.0,,1961.0,,1594.0,,,7722a23203ac41ff398af795fcc2094c7bd24cde,2020-04-17T20:00:00Z,3840.0,,157449.0,157449.0,157449.0,34,322.0,0.0,2469.0,3150.0,5619.0,0.49836454979072586,0.5605979711692471,,,,,,,True,True,True
90,2020-04-18,NJ,81420.0,81116.0,,7718.0,,2024.0,,1641.0,,,2c98aa87acbdcab2efa4ff30b0cc10d21f35c62c,2020-04-18T20:00:00Z,4070.0,,162536.0,162536.0,162536.0,34,230.0,0.0,2134.0,2953.0,5087.0,0.5009351774376138,0.5804993119716926,,,,,,,True,True,True
34,2020-04-19,NJ,85301.0,85387.0,,7494.0,,1940.0,,1628.0,,,bfacf58505686a7f6016e248759561bb29c71824,2020-04-19T20:00:00Z,4202.0,,170688.0,170688.0,170688.0,34,132.0,0.0,4271.0,3881.0,8152.0,0.49974807836520435,0.4760794896957802,,,,,,,True,True,True
2441,2020-03-06,NM,0.0,16.0,0.0,,,,,,,,a7fdde839cc24edda883ae6eded317516823f0d3,2020-03-06T21:00:00Z,,,16.0,16.0,16.0,35,,,,,,0.0,,8.0,12.0,21.0,8.0,5.0,-2.0,False,False,False
2400,2020-03-07,NM,0.0,48.0,0.0,,,,,,,,d4fe05fba86ad47f27ecc0a2843641fc598e7ee2,2020-03-07T21:00:00Z,,,48.0,48.0,48.0,35,0.0,0.0,32.0,0.0,32.0,0.0,0.0,10.0,14.0,37.0,12.0,3.0,-3.0,False,False,False
2349,2020-03-08,NM,0.0,48.0,0.0,,,,,,,,3ae3b323e6fccff2c838538447fffa389d9e5f4a,2020-03-08T20:00:00Z,,,48.0,48.0,48.0,35,0.0,0.0,0.0,0.0,0.0,0.0,,9.0,9.0,-4.0,9.0,2.0,0.0,False,False,False
2298,2020-03-09,NM,0.0,57.0,0.0,,,,,,,,a766e1775bcbafa6817f7b2f15a9292652caba5c,2020-03-09T20:00:00Z,,,57.0,57.0,57.0,35,0.0,0.0,9.0,0.0,9.0,0.0,0.0,12.0,15.0,47.0,10.0,2.0,-2.0,False,False,False
2247,2020-03-10,NM,0.0,69.0,,,,,,,,,9c36987288c350a2183bb8af37efa35702813c0d,2020-03-10T20:00:00Z,,,69.0,69.0,69.0,35,0.0,0.0,12.0,0.0,12.0,0.0,0.0,12.0,14.0,35.0,9.0,1.0,-1.0,False,False,False
2196,2020-03-11,NM,3.0,87.0,,,,,,,,,31d78422b55f96cea7974b12f74b206caea012fc,2020-03-11T20:00:00Z,,,90.0,90.0,90.0,35,0.0,0.0,18.0,3.0,21.0,0.03333333333333333,0.14285714285714285,12.0,21.0,30.0,8.0,1.0,-1.0,False,False,True
2145,2020-03-12,NM,5.0,155.0,,,,,,,,,d358c1f38d0d81a3f4719e9a593a533ccee69a30,2020-03-12T20:00:00Z,,,160.0,160.0,160.0,35,0.0,0.0,68.0,2.0,70.0,0.03125,0.02857142857142857,13.0,37.0,28.0,10.0,-4.0,0.0,False,False,True
2094,2020-03-13,NM,10.0,190.0,,,,,,,,,5e21e22aacd1a08b396a2c457c553776e3c8bedf,2020-03-13T20:00:00Z,,,200.0,200.0,200.0,35,0.0,0.0,35.0,5.0,40.0,0.05,0.125,1.0,39.0,-13.0,3.0,-6.0,3.0,False,False,True
2043,2020-03-14,NM,10.0,237.0,,,,,,,,,0085a52176e881bb6ad037e0c30af4f74d9489f9,2020-03-14T20:00:00Z,,,247.0,247.0,247.0,35,0.0,0.0,47.0,0.0,47.0,0.04048582995951417,0.0,-5.0,24.0,20.0,8.0,-2.0,2.0,False,False,True
1992,2020-03-15,NM,13.0,482.0,,,,,,,,,b95e350ae2b5693dcb353e7c00b01f855a971762,2020-03-15T20:00:00Z,,,495.0,495.0,495.0,35,0.0,0.0,245.0,3.0,248.0,0.026262626262626262,0.012096774193548387,-7.0,16.0,19.0,6.0,-5.0,3.0,False,False,True
1939,2020-03-16,NM,17.0,566.0,,,,,,,,,48d7bfddefd90fde1d6499cc0b200237e976e758,2020-03-16T20:00:00Z,,,583.0,583.0,583.0,35,0.0,0.0,84.0,4.0,88.0,0.029159519725557463,0.045454545454545456,-2.0,25.0,36.0,4.0,-20.0,5.0,True,False,True
1883,2020-03-17,NM,23.0,1249.0,,,,,,,,,dc445586a909cec38c6b3ddd4d313d3933909382,2020-03-17T20:00:00Z,,,1272.0,1272.0,1272.0,35,0.0,0.0,683.0,6.0,689.0,0.018081761006289308,0.008708272859216255,-11.0,22.0,13.0,3.0,-25.0,9.0,True,False,True
1827,2020-03-18,NM,28.0,2326.0,,,,,,,,,9d7631bd34bff01009e3691eaf8a89a9020f1a60,2020-03-18T20:00:00Z,,,2354.0,2354.0,2354.0,35,0.0,0.0,1077.0,5.0,1082.0,0.0118946474086661,0.0046210720887245845,-15.0,19.0,-7.0,-2.0,-28.0,11.0,True,False,True
1771,2020-03-19,NM,35.0,2762.0,,,,,,,,,4de22e24a9577d6c8e4ded64bacfc2cab31257ea,2020-03-19T20:00:00Z,,,2797.0,2797.0,2797.0,35,0.0,0.0,436.0,7.0,443.0,0.012513407222023596,0.01580135440180587,-24.0,17.0,-2.0,-6.0,-33.0,13.0,True,False,True
1715,2020-03-20,NM,43.0,3771.0,,,,,,,,,6d6b00ecb91b88b1a8eb243c140909f79393e03c,2020-03-20T20:00:00Z,,,3814.0,3814.0,3814.0,35,0.0,0.0,1009.0,8.0,1017.0,0.011274252753015208,0.007866273352999017,-28.0,15.0,-2.0,-10.0,-31.0,13.0,True,False,True
1659,2020-03-21,NM,57.0,3771.0,,,,,,,,,5b0fa970db849e97ab1b9c07d675a9ac7ace9f7c,2020-03-21T20:00:00Z,,,3828.0,3828.0,3828.0,35,0.0,0.0,0.0,14.0,14.0,0.014890282131661442,1.0,-37.0,3.0,-9.0,-10.0,-23.0,10.0,True,False,True
1603,2020-03-22,NM,57.0,4722.0,,,,,,,,,41571c753abe314b81f1a7a40a28672e2d5620c0,2020-03-22T20:00:00Z,,,4779.0,4779.0,4779.0,35,0.0,0.0,951.0,0.0,951.0,0.011927181418706842,0.0,-36.0,-3.0,10.0,-16.0,-26.0,8.0,True,False,True
